municipality,year,Aplusplus,Aplus,A,B,C,D,E,F,G,unlabeled,percentage_houses_with_valid_labels,number_of_houses,average_house_worth,houses_per_hectare,total_natural_gas_used,total_electricity_used,households,people,CO2_production_houses,number_of_labels,houses_rented,houses_privately_owned
Stein,2014,0,2,68,469,651,624,277,197,62,9273,20.2,11623,180,5.51,18310000,38220000,11285,25390,51787,2350,3298,8217
Stein,2015,0,2,127,534,805,700,369,255,112,8668,25.1,11572,174,5.49,17700000,37660000,11280,25134,51610,2904,3266,8202
Stein,2016,0,2,336,603,985,805,437,301,177,7968,31.4,11614,178,5.51,17380000,36310000,11335,25064,48872,3646,3329,8183
Stein,2017,0,2,425,653,1079,900,513,347,225,7525,35.5,11669,184,5.54,17620000,36260000,11410,25059,47881,4144,3410,8189
Stein,2018,0,2,579,659,1082,953,548,367,249,7251,38,11690,194,5.55,17330000,35220000,11465,24987,46188,4439,3293,8325
Stein,2019,0,1,757,714,1093,852,527,389,273,7162,39.1,11768,204,5.58,17240000,34140000,11545,24961,43511,4606,3310,8423
Stein,2008,0,0,1,34,15,12,6,10,3,11194,0.7,11275,209,5.35,21660000,39840000,11170,26090,58070,81,0,0
Stein,2009,0,0,1,34,19,81,13,19,7,11122,1.5,11296,212,5.36,21240000,40450000,11120,25870,57227,174,3501,7794
Stichtse Vecht,2012,0,1,70,713,2550,2071,520,208,34,19603,23.9,25770,299,2.68,39150000,86300000,26810,63315,110555,6167,9269,16868
Stichtse Vecht,2013,0,2,139,791,2636,2095,524,208,35,20302,24.1,26732,290,2.78,39480000,88120000,27020,63490,112888,6430,9253,17055
Stichtse Vecht,2014,0,2,141,876,2752,2129,538,209,35,20602,24.5,27284,270,2.84,39420000,86850000,27300,63855,113799,6682,9587,17249
Stichtse Vecht,2015,0,2,461,1072,3438,2489,626,264,105,18911,30.9,27368,261,2.85,38720000,84890000,27425,63943,114216,8457,9498,17452
Stichtse Vecht,2016,0,2,737,1227,3877,2609,699,316,173,17921,35,27561,267,2.87,38450000,84660000,27525,64061,110236,9640,9574,17631
Stichtse Vecht,2017,0,2,926,1413,4666,2911,765,377,240,16558,40.6,27858,0,2.9,38700000,84160000,27795,64450,107188,11300,9633,17925
Stichtse Vecht,2018,0,2,1441,1537,4968,2758,729,377,289,16020,43,28121,298,2.93,38960000,83200000,27945,64513,105562,12101,9633,18175
Stichtse Vecht,2019,0,2,2018,1760,4917,2581,701,381,327,15519,45,28206,326,2.94,38410000,80450000,27880,64336,98577,12687,9671,18402
Stichtse Vecht,2009,0,0,1,56,406,343,64,32,10,24309,3.6,25221,308,2.62,43780000,89120000,26360,62754,120700,912,9032,16017
Stichtse Vecht,2010,0,0,1,165,1520,1392,253,123,28,21898,13.7,25380,312,2.64,42580000,89260000,26525,62789,117203,3482,9169,15933
Stichtse Vecht,2011,0,0,41,601,2420,1893,507,207,30,19934,22.2,25633,305,2.67,40660000,88170000,26750,63054,111488,5699,9487,15897
Stichtse Vecht,2008,0,0,0,6,48,92,32,16,6,24849,0.8,25049,298,2.61,43300000,88510000,26030,62314,120446,200,0,0
Súdwest-Fryslân,2008,1,0,40,68,534,599,93,50,28,36799,3.7,38212,197,0.73,66650000,108520000,37460,89121,171817,1413,0,0
Súdwest-Fryslân,2009,1,1,145,228,1289,1659,654,306,115,34163,11.4,38561,205,0.74,67500000,111180000,37720,89160,173525,4398,13907,24606
Súdwest-Fryslân,2010,1,1,221,554,1365,1736,705,324,130,33635,13,38672,205,0.74,67250000,111810000,38015,89471,171681,5037,13901,24664
Súdwest-Fryslân,2011,2,1,345,759,1878,2025,932,439,159,32207,16.9,38747,202,0.74,65990000,112900000,38165,89699,167665,6540,14060,24292
Súdwest-Fryslân,2012,3,6,458,1069,2191,2162,1236,487,165,31267,19.9,39044,196,0.75,64050000,109570000,38315,89858,166019,7777,14085,25408
Súdwest-Fryslân,2013,18,6,615,1666,2442,2279,1353,509,171,31801,22.2,40860,186,0.78,64240000,111020000,38590,89884,168149,9059,14462,26142
Súdwest-Fryslân,2014,28,50,679,2063,2688,2548,1686,619,191,30219,25.9,40771,176,0.78,60920000,106390000,38640,89717,161943,10552,14467,26009
Súdwest-Fryslân,2015,28,50,1062,2351,3254,2826,1815,735,392,28737,30.3,41250,172,0.79,59990000,106180000,38840,89677,163532,12513,14285,26139
Súdwest-Fryslân,2016,28,50,1436,2658,3645,3058,1948,849,615,27031,34.6,41318,176,0.79,59010000,102330000,39015,89538,155643,14287,14325,26160
Súdwest-Fryslân,2017,28,50,1926,3022,4404,3403,2121,991,840,24643,40.5,41428,181,0.79,57700000,100710000,39190,89604,148659,16785,14291,26363
Súdwest-Fryslân,2018,27,50,2549,3364,4653,3093,2054,1022,982,23805,42.8,41599,189,0.8,59350000,98360000,39400,89583,148609,17794,14029,26788
Súdwest-Fryslân,2019,27,49,3568,3478,4667,2312,1691,910,1029,24184,42.3,41915,199,0.8,58290000,101200000,39775,89710,141885,17731,14449,27305
Terneuzen,2013,1,1,275,457,1559,1620,654,477,101,20957,19.7,26102,159,1.04,37470000,74300000,24990,54730,102657,5145,8161,17922
Terneuzen,2014,31,2,310,492,1607,1658,682,487,107,20911,20.5,26287,157,1.05,37050000,71950000,25125,54710,102108,5376,8434,17788
Terneuzen,2015,31,2,641,670,2004,1919,809,596,259,19428,26.3,26359,157,1.05,35720000,70510000,25140,54577,101238,6931,8305,17957
Terneuzen,2016,31,2,969,1008,2843,2147,938,708,390,17639,33.9,26675,158,1.07,35160000,69810000,25290,54657,97065,9036,8306,17984
Terneuzen,2017,31,2,1215,1113,3159,2301,1046,828,516,16543,38.2,26754,161,1.07,34560000,69280000,25415,54588,93070,10211,8466,17913
Terneuzen,2018,31,2,1595,1407,3398,2006,984,908,633,15848,40.9,26812,165,1.07,35400000,67160000,25445,54440,92289,10964,8281,18146
Terneuzen,2019,31,2,2025,1706,3072,1931,975,812,734,15664,41.9,26952,171,1.08,35210000,64660000,25645,54589,86986,11288,8054,18430
Terneuzen,2010,0,1,134,294,1026,1063,488,400,73,22512,13.4,25991,162,1.04,40000000,75800000,24635,54880,106385,3479,8317,17673
Terneuzen,2011,0,1,178,316,1090,1112,501,406,81,22279,14.2,25964,162,1.04,38170000,76120000,24735,54825,101733,3685,8568,17397
Terneuzen,2012,0,1,220,364,1334,1201,615,463,100,21767,16.5,26065,161,1.04,37290000,74870000,24875,54740,101861,4298,7969,17908
Terneuzen,2008,0,0,1,7,24,43,28,26,16,25407,0.6,25552,154,1.02,40490000,74430000,24460,55160,108540,145,0,0
Terneuzen,2009,0,0,126,270,970,1009,440,382,55,22522,12.6,25774,161,1.03,41010000,76300000,24530,55150,109622,3252,7990,17785
Terschelling,2012,0,5,37,111,74,71,88,35,15,1629,21.1,2065,319,0.24,4130000,6440000,2185,4750,10413,436,736,1330
Terschelling,2013,0,5,37,112,77,84,94,36,16,1749,20.9,2210,313,0.26,4510000,6740000,2195,4795,11303,461,764,1333
Terschelling,2014,0,5,37,113,80,89,97,36,17,1739,21.4,2213,298,0.26,4130000,6500000,2450,4780,10615,474,756,1369
Terschelling,2015,0,5,56,122,98,98,101,54,26,1662,25.2,2222,289,0.26,3850000,6390000,2505,4827,10267,560,779,1376
Terschelling,2016,0,5,75,127,101,106,105,62,43,1605,28,2229,295,0.26,3750000,6270000,2565,4870,9772,624,791,1367
Terschelling,2017,0,5,86,142,107,108,109,72,69,1545,31.1,2243,300,0.26,3560000,6020000,2570,4859,9087,698,795,1384
Terschelling,2018,0,5,99,152,117,95,100,77,82,1549,31.9,2276,309,0.27,3800000,5980000,2460,4906,9375,727,780,1408
Terschelling,2019,0,5,116,115,133,115,40,62,90,1605,29.6,2281,322,0.27,3720000,6100000,2455,4890,8921,676,807,1466
Terschelling,2009,0,0,29,104,57,54,82,32,13,1685,18,2056,315,0.24,4160000,6580000,2100,4740,10568,371,617,1439
Terschelling,2010,0,0,29,104,57,55,82,32,13,1684,18.1,2056,321,0.24,4110000,6410000,2100,4735,10305,372,637,1274
Terschelling,2011,0,0,29,106,59,56,82,32,14,1685,18.3,2063,321,0.24,4070000,6400000,2135,4720,10094,378,640,1404
Terschelling,2008,0,0,0,1,0,3,2,2,3,2043,0.5,2054,307,0.24,4340000,6570000,2080,4700,10945,11,0,0
Texel,2011,0,0,1,18,59,66,12,12,5,5932,2.8,6105,269,0.38,10130000,19530000,6065,13730,26699,173,1954,4090
Texel,2012,0,0,11,238,370,153,138,96,36,5103,17,6145,269,0.38,10250000,19750000,6085,13670,27612,1042,2045,4167
Texel,2013,0,0,13,251,465,248,232,127,47,4898,22,6281,264,0.39,9990000,18770000,6140,13660,26865,1383,2083,4164
Texel,2014,0,0,14,251,466,251,236,127,47,5009,21.7,6401,258,0.4,9970000,18550000,6145,13550,27070,1392,2079,4184
Texel,2015,0,0,195,288,559,283,252,155,83,4590,28.3,6405,255,0.4,9360000,18300000,6190,13581,26426,1815,2064,4202
Texel,2016,0,0,256,309,612,318,263,178,120,4414,31.8,6470,262,0.4,9370000,17750000,6225,13574,25449,2056,2078,4250
Texel,2017,0,0,295,334,687,356,275,206,161,4187,35.6,6501,269,0.4,9340000,17040000,6225,13545,24397,2314,2105,4254
Texel,2018,0,0,423,389,776,402,184,192,184,4002,38.9,6552,279,0.4,9790000,16990000,6310,13584,24847,2550,2049,4349
Texel,2019,0,0,449,410,792,383,214,208,205,3933,40.4,6594,291,0.41,9620000,17580000,6375,13547,23746,2661,2108,4434
Texel,2008,0,0,0,13,17,17,8,4,2,5897,1,5958,261,0.37,10300000,19060000,5890,13550,27673,61,0,0
Texel,2009,0,0,0,14,51,62,11,5,3,5884,2.4,6030,277,0.37,10470000,19290000,5980,13690,27890,146,1869,4040
Texel,2010,0,0,0,14,52,64,12,9,4,5908,2.6,6063,279,0.37,10380000,19610000,6060,13780,27590,155,1880,4064
Teylingen,2011,0,0,2,166,391,390,133,46,8,13240,7.9,14376,320,5.07,21300000,49550000,14350,35827,59889,1136,5032,9202
Teylingen,2012,0,0,20,230,579,406,133,49,8,13015,9.9,14440,311,5.09,20150000,48030000,14370,35685,58611,1425,4953,9292
Teylingen,2013,0,0,20,232,592,412,134,49,8,12899,10.1,14346,298,5.05,20010000,47810000,14570,35800,58726,1447,4985,9281
Teylingen,2014,0,0,40,296,610,421,137,49,9,13125,10.6,14687,285,5.18,20660000,47180000,14615,35735,60461,1562,5098,9403
Teylingen,2015,0,0,207,476,1068,488,198,84,45,12150,17.4,14716,281,5.19,19430000,46220000,14640,35646,59232,2566,5078,9468
Teylingen,2016,0,0,604,612,1374,540,232,115,72,11403,23.7,14952,281,5.27,19400000,45680000,14955,36013,57064,3549,5177,9605
Teylingen,2017,0,0,1187,945,2334,1121,421,185,286,8617,42.9,15096,285,5.32,19470000,44570000,15035,36093,54921,6479,5222,9710
Teylingen,2018,0,0,1684,986,2395,1065,405,196,311,8473,45.4,15515,297,5.47,19780000,44120000,15420,36584,54408,7042,5377,9968
Teylingen,2019,0,0,2005,1084,2464,870,391,220,347,8207,47.4,15588,320,5.49,19370000,43650000,15660,37061,50849,7381,5219,10143
Teylingen,2008,0,0,0,27,84,82,44,29,6,13737,1.9,14009,316,4.94,22200000,48160000,13955,35327,63113,272,0,0
Teylingen,2009,0,0,0,111,254,255,100,41,6,13386,5.4,14153,319,4.99,21840000,48660000,14125,35547,62225,767,4955,9061
Teylingen,2010,0,0,0,114,284,359,127,44,8,13452,6.5,14388,323,5.07,21780000,49030000,14335,35777,61493,936,5038,9355
Tholen,2014,6,27,180,357,551,734,258,165,36,8201,22,10515,185,0.72,15130000,31400000,10140,25405,42704,2314,3168,7224
Tholen,2015,6,27,297,415,659,786,288,207,108,7804,26.4,10597,183,0.72,14320000,31100000,10210,25440,42083,2793,3253,7240
Tholen,2016,6,27,479,522,937,878,327,242,157,7051,33.6,10626,183,0.72,14050000,30590000,10235,25421,40111,3575,3215,7285
Tholen,2017,6,27,616,595,1129,956,377,285,210,6528,39.2,10729,185,0.73,13910000,30360000,10295,25527,38582,4201,3275,7344
Tholen,2018,6,27,698,624,1205,977,398,299,254,6289,41.6,10777,188,0.73,14120000,29660000,10365,25583,38051,4488,3195,7477
Tholen,2019,6,27,885,660,1072,502,315,261,275,6885,36.8,10888,194,0.74,14090000,29320000,10440,25780,36080,4003,3208,7628
Tholen,2012,0,3,26,157,315,589,163,105,25,8857,13.5,10240,195,0.7,14800000,32610000,10080,25540,41790,1383,3098,7212
Tholen,2013,0,3,144,179,322,593,164,106,29,8873,14.8,10413,190,0.71,15080000,33230000,10135,25515,42909,1540,3162,7230
Tholen,2009,0,0,15,98,280,545,138,94,21,8875,11.8,10066,203,0.69,16500000,33650000,9930,25370,45522,1191,2919,7046
Tholen,2010,0,0,16,106,290,561,148,100,23,8953,12.2,10197,202,0.7,16130000,33400000,9990,25410,44200,1244,3160,7035
Tholen,2011,0,0,19,129,302,577,157,103,23,8911,12.8,10221,200,0.7,15590000,33560000,10055,25490,42637,1310,3168,6950
Tholen,2008,0,0,0,11,7,12,5,3,3,9976,0.4,10017,199,0.68,15870000,32530000,9790,25260,44191,41,0,0
Tiel,2013,0,11,415,968,1882,789,327,77,20,12957,25.7,17446,210,5.31,24430000,55050000,17745,41750,70108,4489,7785,9471
Tiel,2014,0,11,484,1063,2090,860,339,81,21,12572,28.2,17521,195,5.33,23800000,53770000,17515,41775,69361,4949,7787,9509
Tiel,2015,0,11,649,1351,2422,979,386,126,73,11657,34,17654,189,5.37,23250000,52880000,17560,41590,69602,5997,7719,9600
Tiel,2016,0,11,967,1641,2749,1193,454,185,132,10350,41.5,17682,190,5.38,22790000,50710000,17665,41510,65604,7332,7637,9774
Tiel,2017,0,11,1098,1899,3271,1558,657,257,200,8888,50.2,17839,193,5.43,23920000,49940000,17810,41488,65316,8951,7906,9700
Tiel,2018,0,11,1388,2132,2572,1271,677,254,248,9349,47.8,17902,198,5.44,23440000,49200000,17945,41465,63154,8553,7971,9729
